index	prediction
23417	115
23418	136
23419	147
23420	34
23421	199
23422	94
23423	94
23424	136
23425	147
23426	34
23427	136
23428	136
23429	136
23430	147
23431	38
23432	108
23433	147
23434	136
23435	147
23436	38
23437	200
23438	58
23439	60
23440	156
23441	156
23442	137
23443	173
23444	34
23445	174
23446	172
23447	160
23448	46
23449	58
23450	195
23451	170
23452	171
23453	17
23454	112
23455	136
23456	147
23457	34
23458	16
23459	200
23460	106
23461	136
23462	147
23463	38
23464	200
23465	175
23466	156
23467	60
23468	156
23469	134
23470	64
23471	167
23472	136
23473	147
23474	34
23475	16
23476	34
23477	119
23478	137
23479	173
23480	134
23481	160
23482	46
23483	52
23484	195
23485	17
23486	172
23487	136
23488	147
23489	38
23490	200
23491	175
23492	40
23493	60
23494	94
23495	3
23496	60
23497	130
23498	25
23499	52
23500	52
23501	130
23502	25
23503	130
23504	25
23505	52
23506	52
23507	167
23508	102
23509	136
23510	147
23511	107
23512	16
23513	34
23514	91
23515	147
23516	34
23517	34
23518	119
23519	136
23520	147
23521	34
23522	34
23523	175
23524	91
23525	37
23526	52
23527	91
23528	102
23529	175
23530	129
23531	24
23532	85
23533	166
23534	55
23535	127
23536	99
23537	134
23538	64
23539	167
23540	136
23541	147
23542	16
23543	131
23544	136
23545	136
23546	147
23547	34
23548	127
23549	85
23550	136
23551	147
23552	167
23553	127
23554	106
23555	136
23556	147
23557	34
23558	127
23559	108
23560	130
23561	68
23562	115
23563	153
23564	136
23565	147
23566	34
23567	16
23568	127
23569	177
23570	175
23571	130
23572	68
23573	115
23574	153
23575	83
23576	71
23577	190
23578	91
23579	25
23580	55
23581	52
23582	167
23583	102
23584	134
23585	64
23586	37
23587	127
23588	25
23589	52
23590	52
23591	127
23592	25
23593	127
23594	130
23595	68
23596	115
23597	153
23598	134
23599	64
23600	37
23601	136
23602	147
23603	34
23604	16
23605	127
23606	34
23607	136
23608	59
23609	59
23610	133
23611	27
23612	77
23613	48
23614	136
23615	147
23616	34
23617	34
23618	175
23619	3
23620	129
23621	34
23622	52
23623	52
23624	129
23625	34
23626	129
23627	136
23628	147
23629	34
23630	161
23631	127
23632	137
23633	173
23634	27
23635	174
23636	46
23637	46
23638	195
23639	98
23640	134
23641	64
23642	37
23643	129
23644	167
23645	52
23646	52
23647	129
23648	167
23649	129
23650	136
23651	147
23652	38
23653	127
23654	107
23655	134
23656	64
23657	37
23658	110
23659	83
23660	71
23661	70
23662	136
23663	147
23664	34
23665	127
23666	122
23667	126
23668	40
23669	131
23670	4
23671	163
23672	80
23673	18
23674	135
23675	8
23676	190
23677	171
23678	79
23679	1
23680	151
23681	34
23682	79
23683	192
23684	151
23685	137
23686	173
23687	168
23688	174
23689	172
23690	160
23691	46
23692	58
23693	195
23694	170
23695	171
23696	17
23697	143
23698	158
23699	188
23700	137
23701	173
23702	174
23703	46
23704	46
23705	195
23706	172
23707	136
23708	147
23709	34
23710	127
23711	88
23712	87
23713	136
23714	147
23715	138
23716	177
23717	161
23718	185
23719	137
23720	173
23721	27
23722	174
23723	172
23724	160
23725	46
23726	58
23727	195
23728	170
23729	171
23730	134
23731	64
23732	34
23733	136
23734	147
23735	34
23736	16
23737	127
23738	177
23739	91
23740	25
23741	58
23742	58
23743	37
23744	102
23745	136
23746	147
23747	16
23748	177
23749	108
23750	126
23751	136
23752	147
23753	34
23754	34
23755	126
23756	175
23757	40
23758	38
23759	122
23760	87
23761	87
23762	169
23763	136
23764	147
23765	34
23766	177
23767	161
23768	162
23769	134
23770	64
23771	37
23772	135
23773	5
23774	190
23775	80
23776	164
23777	134
23778	64
23779	37
23780	136
23781	147
23782	34
23783	34
23784	119
23785	136
23786	147
23787	16
23788	177
23789	108
23790	126
23791	136
23792	147
23793	122
23794	122
23795	119
23796	91
23797	25
23798	55
23799	55
23800	91
23801	167
23802	91
23803	130
23804	68
23805	115
23806	153
23807	20
23808	25
23809	50
23810	52
23811	20
23812	136
23813	147
23814	34
23815	16
23816	127
23817	38
23818	177
23819	34
23820	68
23821	153
23822	34
23823	136
23824	147
23825	131
23826	16
23827	84
23828	177
23829	161
23830	137
23831	173
23832	27
23833	172
23834	55
23835	120
23836	105
23837	134
23838	64
23839	167
23840	137
23841	26
23842	98
23843	160
23844	46
23845	195
23846	91
23847	34
23848	52
23849	52
23850	91
23851	34
23852	91
23853	136
23854	147
23855	34
23856	200
23857	127
23858	134
23859	64
23860	34
23861	130
23862	147
23863	34
23864	16
23865	127
23866	177
23867	91
23868	25
23869	52
23870	55
23871	37
23872	117
23873	100
23874	136
23875	147
23876	34
23877	16
23878	127
23879	137
23880	173
23881	91
23882	174
23883	160
23884	158
23885	195
23886	14
23887	172
23888	178
23889	138
23890	5
23891	190
23892	184
23893	164
23894	137
23895	173
23896	27
23897	174
23898	172
23899	160
23900	195
23901	58
23902	170
23903	171
23904	143
23905	110
23906	131
23907	134
23908	64
23909	37
23910	136
23911	147
23912	38
23913	200
23914	175
23915	136
23916	147
23917	38
23918	200
23919	175
23920	94
23921	60
23922	60
23923	134
23924	64
23925	137
23926	173
23927	37
23928	174
23929	172
23930	160
23931	160
23932	58
23933	195
23934	170
23935	171
23936	17
23937	137
23938	143
23939	120
23940	105
23941	137
23942	173
23943	153
23944	174
23945	172
23946	160
23947	46
23948	58
23949	46
23950	170
23951	171
23952	143
23953	91
23954	25
23955	55
23956	91
23957	102
23958	55
23959	136
23960	147
23961	25
23962	177
23963	161
23964	185
23965	134
23966	64
23967	37
23968	136
23969	147
23970	16
23971	140
23972	136
23973	130
23974	68
23975	115
23976	153
23977	130
23978	68
23979	115
23980	153
23981	130
23982	68
23983	115
23984	136
23985	147
23986	37
23987	16
23988	127
23989	38
23990	177
23991	136
23992	147
23993	16
23994	177
23995	108
23996	126
23997	130
23998	68
23999	115
24000	115
24001	134
24002	64
24003	37
24004	133
24005	64
24006	37
24007	136
24008	147
24009	25
24010	200
24011	85
24012	136
24013	147
24014	34
24015	127
24016	34
24017	129
24018	167
24019	52
24020	55
24021	129
24022	167
24023	129
24024	136
24025	147
24026	34
24027	16
24028	127
24029	134
24030	64
24031	37
24032	117
24033	167
24034	52
24035	52
24036	117
24037	167
24038	117
24039	136
24040	147
24041	16
24042	177
24043	108
24044	126
24045	136
24046	147
24047	34
24048	16
24049	127
24050	177
24051	136
24052	147
24053	38
24054	175
24055	3
24056	6
24057	190
24058	78
24059	148
24060	132
24061	91
24062	55
24063	55
24064	41
24065	137
24066	173
24067	37
24068	174
24069	172
24070	160
24071	46
24072	58
24073	195
24074	170
24075	171
24076	17
24077	137
24078	143
24079	120
24080	105
24081	136
24082	147
24083	34
24084	122
24085	126
24086	136
24087	147
24088	34
24089	16
24090	38
24091	137
24092	173
24093	27
24094	160
24095	46
24096	55
24097	195
24098	172
24099	129
24100	37
24101	52
24102	52
24103	129
24104	37
24105	129
24106	136
24107	147
24108	34
24109	16
24110	127
24111	177
24112	130
24113	68
24114	115
24115	115
24116	134
24117	64
24118	37
24119	136
24120	147
24121	38
24122	58
24123	3
24124	134
24125	64
24126	37
24127	30
24128	83
24129	71
24130	59
24131	2
24132	136
24133	147
24134	34
24135	127
24136	122
24137	34
24138	40
24139	136
24140	147
24141	34
24142	16
24143	127
24144	38
24145	177
24146	134
24147	64
24148	37
24149	130
24150	68
24151	115
24152	153
24153	130
24154	147
24155	167
24156	127
24157	85
24158	136
24159	147
24160	34
24161	193
24162	38
24163	127
24164	147
24165	34
24166	16
24167	127
24168	130
24169	79
24170	192
24171	137
24172	173
24173	25
24174	174
24175	172
24176	160
24177	46
24178	17
24179	137
24180	173
24181	27
24182	174
24183	172
24184	160
24185	46
24186	58
24187	195
24188	170
24189	171
24190	17
24191	112
24192	120
24193	105
24194	136
24195	147
24196	153
24197	127
24198	38
24199	136
24200	147
24201	16
24202	122
24203	108
24204	175
24205	137
24206	173
24207	27
24208	174
24209	172
24210	160
24211	46
24212	52
24213	195
24214	170
24215	171
24216	17
24217	137
24218	143
24219	120
24220	105
24221	45
24222	178
24223	129
24224	167
24225	103
24226	136
24227	147
24228	34
24229	127
24230	38
24231	136
24232	68
24233	115
24234	136
24235	147
24236	127
24237	136
24238	127
24239	108
24240	136
24241	147
24242	34
24243	127
24244	85
24245	136
24246	147
24247	34
24248	34
24249	122
24250	126
24251	40
24252	136
24253	147
24254	34
24255	127
24256	200
24257	85
24258	110
24259	191
24260	5
24261	130
24262	68
24263	115
24264	153
24265	175
24266	83
24267	71
24268	59
24269	136
24270	147
24271	34
24272	16
24273	177
24274	30
24275	83
24276	71
24277	59
24278	2
24279	136
24280	147
24281	36
24282	85
24283	38
24284	136
24285	147
24286	34
24287	127
24288	40
24289	61
24290	147
24291	34
24292	16
24293	127
24294	96
24295	136
24296	147
24297	34
24298	127
24299	34
24300	126
24301	175
24302	40
24303	136
24304	147
24305	136
24306	126
24307	126
24308	34
24309	147
24310	168
24311	126
24312	40
24313	136
24314	147
24315	16
24316	177
24317	119
24318	130
24319	68
24320	115
24321	153
24322	21
24323	68
24324	115
24325	153
24326	136
24327	147
24328	34
24329	127
24330	35
24331	34
24332	130
24333	68
24334	115
24335	153
24336	136
24337	147
24338	34
24339	127
24340	34
24341	136
24342	175
24343	40
24344	136
24345	167
24346	52
24347	52
24348	91
24349	16
24350	198
24351	98
24352	147
24353	37
24354	16
24355	127
24356	177
24357	130
24358	68
24359	115
24360	153
24361	137
24362	173
24363	167
24364	174
24365	172
24366	160
24367	46
24368	54
24369	170
24370	171
24371	137
24372	143
24373	120
24374	105
24375	137
24376	173
24377	34
24378	174
24379	160
24380	46
24381	195
24382	172
24383	136
24384	147
24385	136
24386	200
24387	52
24388	60
24389	60
24390	60
24391	134
24392	64
24393	37
24394	136
24395	147
24396	136
24397	16
24398	127
24399	177
24400	166
24401	147
24402	34
24403	166
24404	34
24405	108
24406	147
24407	136
24408	147
24409	16
24410	122
24411	108
24412	175
24413	136
24414	147
24415	34
24416	127
24417	122
24418	126
24419	40
24420	136
24421	147
24422	34
24423	16
24424	127
24425	177
24426	108
24427	137
24428	173
24429	27
24430	174
24431	172
24432	58
24433	195
24434	170
24435	171
24436	16
24437	112
24438	143
24439	120
24440	120
24441	136
24442	147
24443	34
24444	16
24445	127
24446	136
24447	147
24448	34
24449	85
24450	85
24451	130
24452	68
24453	115
24454	27
24455	136
24456	147
24457	34
24458	85
24459	106
24460	196
24461	91
24462	64
24463	37
24464	135
24465	80
24466	191
24467	136
24468	147
24469	34
24470	16
24471	177
24472	134
24473	64
24474	25
24475	136
24476	147
24477	34
24478	16
24479	127
24480	136
24481	147
24482	127
24483	40
24484	136
24485	136
24486	147
24487	115
24488	16
24489	177
24490	131
24491	5
24492	189
24493	186
24494	65
24495	135
24496	80
24497	192
24498	131
24499	4
24500	81
24501	136
24502	147
24503	42
24504	136
24505	147
24506	122
24507	127
24508	122
24509	24
24510	167
24511	52
24512	52
24513	27
24514	117
24515	136
24516	34
24517	34
24518	126
24519	161
24520	175
24521	40
24522	136
24523	147
24524	122
24525	16
24526	127
24527	134
24528	64
24529	136
24530	147
24531	38
24532	200
24533	52
24534	91
24535	147
24536	34
24537	126
24538	108
24539	20
24540	25
24541	50
24542	50
24543	20
24544	136
24545	147
24546	16
24547	177
24548	108
24549	126
24550	134
24551	64
24552	37
24553	83
24554	71
24555	134
24556	64
24557	37
24558	136
24559	147
24560	34
24561	127
24562	38
24563	108
24564	137
24565	173
24566	25
24567	174
24568	172
24569	195
24570	160
24571	175
24572	160
24573	170
24574	171
24575	16
24576	112
24577	143
24578	175
24579	27
24580	136
24581	147
24582	34
24583	38
24584	200
24585	175
24586	156
24587	156
24588	60
24589	137
24590	173
24591	27
24592	174
24593	172
24594	160
24595	46
24596	55
24597	195
24598	170
24599	171
24600	143
24601	52
24602	136
24603	147
24604	167
24605	38
24606	127
24607	137
24608	173
24609	27
24610	174
24611	98
24612	160
24613	46
24614	170
24615	171
24616	17
24617	112
24618	143
24619	134
24620	64
24621	37
24622	136
24623	147
24624	34
24625	16
24626	127
24627	38
24628	177
24629	136
24630	147
24631	16
24632	177
24633	108
24634	126
24635	136
24636	147
24637	34
24638	127
24639	34
24640	126
24641	40
24642	136
24643	147
24644	34
24645	127
24646	38
24647	34
24648	172
24649	136
24650	147
24651	34
24652	17
24653	88
24654	108
24655	131
24656	8
24657	189
24658	164
24659	16
24660	136
24661	147
24662	34
24663	179
24664	169
24665	29
24666	0
24667	134
24668	25
24669	55
24670	52
24671	168
24672	102
24673	130
24674	68
24675	115
24676	153
24677	136
24678	147
24679	34
24680	16
24681	127
24682	131
24683	4
24684	189
24685	79
24686	129
24687	37
24688	52
24689	52
24690	129
24691	167
24692	129
24693	30
24694	74
24695	93
24696	140
24697	199
24698	95
24699	113
24700	121
24701	91
24702	37
24703	52
24704	52
24705	117
24706	37
24707	117
24708	137
24709	173
24710	27
24711	174
24712	98
24713	160
24714	46
24715	195
24716	170
24717	171
24718	137
24719	143
24720	136
24721	147
24722	34
24723	127
24724	122
24725	126
24726	40
24727	136
24728	147
24729	161
24730	185
24731	30
24732	83
24733	71
24734	59
24735	2
24736	136
24737	147
24738	38
24739	200
24740	50
24741	156
24742	60
24743	156
24744	136
24745	147
24746	38
24747	34
24748	200
24749	52
24750	60
24751	60
24752	60
24753	132
24754	5
24755	190
24756	79
24757	164
24758	66
24759	15
24760	5
24761	189
24762	79
24763	161
24764	66
24765	189
24766	43
24767	5
24768	31
24769	10
24770	187
24771	193
24772	6
24773	130
24774	68
24775	115
24776	153
24777	126
24778	122
24779	52
24780	126
24781	52
24782	126
24783	198
24784	134
24785	64
24786	168
24787	134
24788	64
24789	37
24790	117
24791	25
24792	52
24793	52
24794	117
24795	25
24796	117
24797	91
24798	25
24799	50
24800	91
24801	50
24802	20
24803	13
24804	198
24805	130
24806	68
24807	115
24808	153
24809	129
24810	147
24811	167
24812	16
24813	96
24814	136
24815	34
24816	52
24817	52
24818	136
24819	34
24820	136
24821	79
24822	190
24823	151
24824	91
24825	37
24826	103
24827	75
24828	167
24829	55
24830	55
24831	75
24832	167
24833	75
24834	130
24835	68
24836	115
24837	153
24838	129
24839	167
24840	55
24841	55
24842	129
24843	34
24844	129
24845	135
24846	80
24847	192
24848	130
24849	68
24850	115
24851	70
24852	137
24853	173
24854	37
24855	174
24856	172
24857	160
24858	46
24859	58
24860	195
24861	170
24862	112
24863	158
24864	130
24865	68
24866	115
24867	153
24868	136
24869	147
24870	34
24871	127
24872	85
24873	136
24874	147
24875	34
24876	127
24877	38
24878	85
24879	136
24880	147
24881	38
24882	58
24883	107
24884	117
24885	37
24886	55
24887	55
24888	117
24889	37
24890	117
24891	135
24892	80
24893	189
24894	183
24895	136
24896	167
24897	55
24898	55
24899	136
24900	167
24901	136
24902	134
24903	64
24904	167
24905	136
24906	147
24907	34
24908	127
24909	34
24910	126
24911	175
24912	40
24913	136
24914	147
24915	34
24916	16
24917	85
24918	136
24919	147
24920	27
24921	38
24922	127
24923	137
24924	173
24925	27
24926	174
24927	172
24928	160
24929	195
24930	58
24931	46
24932	170
24933	171
24934	17
24935	112
24936	120
24937	120
24938	173
24939	68
24940	115
24941	136
24942	147
24943	38
24944	163
24945	127
24946	132
24947	136
24948	147
24949	70
24950	147
24951	127
24952	136
24953	147
24954	34
24955	127
24956	38
24957	107
24958	3
24959	182
24960	129
24961	156
24962	129
24963	27
24964	175
24965	52
24966	167
24967	117
24968	173
24969	137
24970	173
24971	138
24972	174
24973	160
24974	46
24975	195
24976	170
24977	171
24978	17
24979	172
24980	132
24981	6
24982	193
24983	164
24984	16
24985	148
24986	177
24987	43
24988	149
24989	68
24990	115
24991	137
24992	173
24993	27
24994	174
24995	98
24996	160
24997	46
24998	58
24999	195
25000	170
25001	171
25002	120
25003	105
25004	136
25005	167
25006	52
25007	52
25008	136
25009	167
25010	136
25011	136
25012	34
25013	16
25014	177
25015	190
25016	137
25017	147
25018	16
25019	38
25020	136
25021	127
25022	133
25023	196
25024	38
25025	147
25026	122
25027	127
25028	122
25029	136
25030	147
25031	34
25032	16
25033	127
25034	177
25035	137
25036	173
25037	38
25038	172
25039	46
25040	46
25041	58
25042	46
25043	170
25044	143
25045	136
25046	147
25047	34
25048	16
25049	127
25050	130
25051	68
25052	115
25053	153
25054	137
25055	173
25056	76
25057	174
25058	98
25059	160
25060	160
25061	58
25062	46
25063	170
25064	169
25065	143
25066	136
25067	147
25068	34
25069	16
25070	96
25071	110
25072	9
25073	136
25074	167
25075	103
25076	130
25077	68
25078	115
25079	153
25080	136
25081	147
25082	34
25083	16
25084	127
25085	20
25086	25
25087	50
25088	52
25089	20
25090	136
25091	147
25092	34
25093	16
25094	127
25095	177
25096	85
25097	134
25098	64
25099	115
25100	136
25101	147
25102	122
25103	16
25104	85
25105	130
25106	68
25107	181
25108	30
25109	83
25110	71
25111	59
25112	2
25113	136
25114	147
25115	167
25116	16
25117	38
25118	132
25119	5
25120	191
25121	79
25122	164
25123	67
25124	136
25125	147
25126	34
25127	16
25128	38
25129	136
25130	147
25131	130
25132	127
25133	108
25134	132
25135	8
25136	127
25137	16
25138	43
25139	136
25140	147
25141	34
25142	127
25143	40
25144	3
25145	136
25146	147
25147	34
25148	16
25149	127
25150	91
25151	25
25152	58
25153	55
25154	97
25155	102
25156	20
25157	25
25158	50
25159	50
25160	20
25161	136
25162	147
25163	27
25164	16
25165	178
25166	127
25167	91
25168	25
25169	52
25170	52
25171	37
25172	102
25173	136
25174	147
25175	34
25176	127
25177	34
25178	126
25179	175
25180	40
25181	25
25182	58
25183	58
25184	37
25185	102
25186	132
25187	7
25188	190
25189	78
25190	34
25191	14
25192	136
25193	147
25194	34
25195	177
25196	161
25197	162
25198	137
25199	173
25200	27
25201	174
25202	172
25203	160
25204	158
25205	158
25206	170
25207	171
25208	17
25209	112
25210	143
25211	91
25212	64
25213	37
25214	136
25215	147
25216	34
25217	16
25218	127
25219	38
25220	34
25221	127
25222	200
25223	40
25224	60
25225	60
25226	94
25227	84
25228	136
25229	147
25230	34
25231	190
25232	108
25233	85
25234	85
25235	136
25236	147
25237	34
25238	16
25239	127
25240	193
25241	67
25242	91
25243	167
25244	52
25245	52
25246	91
25247	167
25248	91
25249	136
25250	34
25251	34
25252	126
25253	161
25254	175
25255	40
25256	132
25257	5
25258	193
25259	79
25260	66
25261	148
25262	43
25263	137
25264	173
25265	27
25266	174
25267	160
25268	46
25269	17
25270	143
25271	172
25272	178
25273	136
25274	147
25275	16
25276	177
25277	107
25278	136
25279	147
25280	34
25281	15
25282	189
25283	91
25284	26
25285	103
25286	136
25287	147
25288	122
25289	127
25290	85
25291	129
25292	68
25293	115
25294	134
25295	64
25296	37
25297	136
25298	147
25299	34
25300	16
25301	177
25302	108
25303	136
25304	91
25305	147
25306	16
25307	177
25308	129
25309	137
25310	170
25311	174
25312	98
25313	160
25314	46
25315	52
25316	143
25317	188
25318	130
25319	147
25320	34
25321	15
25322	127
25323	177
25324	127
25325	127
25326	135
25327	80
25328	190
25329	132
25330	5
25331	190
25332	66
25333	181
25334	110
25335	34
25336	16
25337	162
25338	28
25339	140
25340	30
25341	74
25342	140
25343	140
25344	134
25345	64
25346	167
25347	134
25348	64
25349	37
25350	127
25351	147
25352	167
25353	126
25354	38
25355	130
25356	68
25357	115
25358	153
25359	138
25360	25
25361	52
25362	52
25363	34
25364	102
25365	134
25366	196
25367	142
25368	137
25369	173
25370	174
25371	160
25372	46
25373	46
25374	172
25375	136
25376	147
25377	27
25378	108
25379	84
25380	130
25381	68
25382	37
25383	37
25384	136
25385	147
25386	34
25387	169
25388	85
25389	136
25390	147
25391	34
25392	40
25393	23
25394	30
25395	83
25396	71
25397	59
25398	2
25399	34
25400	5
25401	159
25402	79
25403	164
25404	65
25405	148
25406	43
25407	136
25408	147
25409	34
25410	16
25411	127
25412	132
25413	5
25414	9
25415	10
25416	187
25417	159
25418	39
25419	137
25420	173
25421	27
25422	174
25423	172
25424	160
25425	46
25426	58
25427	195
25428	170
25429	171
25430	17
25431	112
25432	143
25433	120
25434	120
25435	134
25436	64
25437	37
25438	132
25439	5
25440	191
25441	79
25442	164
25443	16
25444	66
25445	107
25446	148
25447	131
25448	5
25449	164
25450	79
25451	14
25452	186
25453	135
25454	78
25455	72
25456	134
25457	64
25458	37
25459	134
25460	64
25461	27
25462	136
25463	147
25464	34
25465	17
25466	25
25467	136
25468	177
25469	136
25470	34
25471	17
25472	161
25473	164
25474	28
25475	136
25476	147
25477	34
25478	16
25479	127
25480	177
25481	175
25482	91
25483	138
25484	52
25485	52
25486	91
25487	138
25488	91
25489	136
25490	147
25491	34
25492	16
25493	177
25494	61
25495	147
25496	34
25497	127
25498	34
25499	122
25500	20
25501	25
25502	50
25503	50
25504	20
25505	137
25506	173
25507	127
25508	174
25509	160
25510	46
25511	195
25512	170
25513	171
25514	98
25515	136
25516	147
25517	34
25518	34
25519	108
25520	130
25521	68
25522	115
25523	153
25524	136
25525	147
25526	34
25527	16
25528	177
25529	108
25530	28
25531	134
25532	64
25533	25
25534	136
25535	147
25536	34
25537	16
25538	127
25539	84
25540	130
25541	68
25542	115
25543	136
25544	147
25545	122
25546	127
25547	122
25548	136
25549	147
25550	34
25551	15
25552	177
25553	87
25554	136
25555	147
25556	167
25557	127
25558	108
25559	134
25560	64
25561	37
25562	20
25563	25
25564	50
25565	52
25566	20
25567	134
25568	64
25569	134
25570	117
25571	167
25572	52
25573	52
25574	117
25575	167
25576	117
25577	132
25578	68
25579	115
25580	136
25581	147
25582	34
25583	127
25584	122
25585	126
25586	40
25587	136
25588	147
25589	34
25590	16
25591	127
25592	177
25593	136
25594	147
25595	108
25596	136
25597	147
25598	34
25599	16
25600	177
25601	130
25602	147
25603	122
25604	127
25605	122
25606	130
25607	68
25608	115
25609	153
25610	132
25611	5
25612	191
25613	164
25614	15
25615	148
25616	177
25617	136
25618	147
25619	27
25620	127
25621	127
25622	136
25623	147
25624	34
25625	123
25626	84
25627	132
25628	8
25629	192
25630	78
25631	15
25632	74
25633	5
25634	106
25635	136
25636	147
25637	34
25638	108
25639	200
25640	94
25641	94
25642	135
25643	6
25644	193
25645	79
25646	66
25647	136
25648	147
25649	34
25650	127
25651	108
25652	130
25653	68
25654	115
25655	153
25656	131
25657	4
25658	189
25659	163
25660	17
25661	130
25662	68
25663	115
25664	153
25665	137
25666	173
25667	25
25668	98
25669	160
25670	46
25671	175
25672	195
25673	170
25674	171
25675	112
25676	137
25677	173
25678	27
25679	174
25680	172
25681	160
25682	46
25683	58
25684	195
25685	170
25686	171
25687	17
25688	112
25689	143
25690	120
25691	105
25692	136
25693	147
25694	110
25695	127
25696	136
25697	136
25698	147
25699	34
25700	126
25701	38
25702	117
25703	38
25704	55
25705	117
25706	55
25707	129
25708	58
25709	130
25710	68
25711	115
25712	115
25713	136
25714	27
25715	55
25716	58
25717	136
25718	27
25719	136
25720	132
25721	5
25722	190
25723	79
25724	164
25725	66
25726	150
25727	136
25728	147
25729	34
25730	17
25731	127
25732	134
25733	36
25734	69
25735	130
25736	68
25737	115
25738	115
25739	136
25740	147
25741	34
25742	16
25743	96
25744	133
25745	69
25746	136
25747	147
25748	147
25749	13
25750	127
25751	177
25752	136
25753	147
25754	34
25755	16
25756	127
25757	136
25758	147
25759	115
25760	127
25761	84
25762	134
25763	64
25764	37
25765	136
25766	147
25767	34
25768	30
25769	38
25770	108
25771	179
25772	136
25773	147
25774	34
25775	38
25776	108
25777	136
25778	147
25779	122
25780	122
25781	126
25782	175
25783	40
25784	136
25785	147
25786	38
25787	200
25788	175
25789	156
25790	94
25791	60
25792	130
25793	68
25794	115
25795	153
25796	136
25797	147
25798	37
25799	16
25800	177
25801	137
25802	173
25803	167
25804	174
25805	172
25806	160
25807	46
25808	58
25809	195
25810	170
25811	112
25812	143
25813	120
25814	105
25815	136
25816	147
25817	34
25818	136
25819	34
25820	34
25821	5
25822	191
25823	79
25824	15
25825	66
25826	148
25827	38
25828	7
25829	83
25830	134
25831	64
25832	37
25833	91
25834	25
25835	52
25836	52
25837	167
25838	102
25839	136
25840	147
25841	34
25842	177
25843	108
25844	134
25845	64
25846	37
25847	136
25848	147
25849	34
25850	127
25851	122
25852	126
25853	40
25854	137
25855	173
25856	120
25857	174
25858	172
25859	160
25860	46
25861	34
25862	147
25863	167
25864	17
25865	136
25866	177
25867	136
25868	147
25869	34
25870	16
25871	127
25872	38
25873	177
25874	117
25875	37
25876	55
25877	52
25878	117
25879	37
25880	117
25881	136
25882	147
25883	16
25884	177
25885	108
25886	126
25887	137
25888	173
25889	34
25890	172
25891	59
25892	134
25893	64
25894	37
25895	134
25896	64
25897	37
25898	130
25899	37
25900	52
25901	55
25902	130
25903	37
25904	130
25905	34
25906	147
25907	34
25908	34
25909	34
25910	40
25911	163
25912	127
25913	141
25914	23
25915	136
25916	147
25917	34
25918	16
25919	85
25920	137
25921	173
25922	27
25923	174
25924	172
25925	160
25926	46
25927	195
25928	170
25929	171
25930	112
25931	136
25932	147
25933	34
25934	87
25935	85
25936	130
25937	64
25938	37
25939	130
25940	68
25941	115
25942	153
25943	130
25944	68
25945	115
25946	134
25947	64
25948	37
25949	136
25950	147
25951	34
25952	16
25953	127
25954	134
25955	64
25956	37
25957	137
25958	173
25959	27
25960	174
25961	172
25962	46
25963	195
25964	175
25965	17
25966	143
25967	120
25968	105
25969	91
25970	68
25971	115
25972	153
25973	136
25974	147
25975	34
25976	108
25977	28
25978	130
25979	68
25980	115
25981	153
25982	134
25983	64
25984	37
25985	136
25986	147
25987	34
25988	122
25989	34
25990	108
25991	136
25992	147
25993	34
25994	177
25995	161
25996	162
25997	136
25998	147
25999	93
26000	94
26001	60
26002	136
26003	147
26004	34
26005	16
26006	127
26007	130
26008	68
26009	122
26010	25
26011	136
26012	147
26013	122
26014	127
26015	122
26016	136
26017	147
26018	34
26019	193
26020	38
26021	137
26022	173
26023	27
26024	174
26025	172
26026	160
26027	195
26028	172
26029	110
26030	83
26031	2
26032	190
26033	67
26034	117
26035	167
26036	52
26037	52
26038	117
26039	167
26040	117
26041	136
26042	173
26043	34
26044	127
26045	34
26046	123
26047	23
26048	136
26049	147
26050	34
26051	16
26052	127
26053	34
26054	136
26055	134
26056	64
26057	37
26058	130
26059	115
26060	197
26061	37
26062	136
26063	147
26064	34
26065	127
26066	38
26067	191
26068	67
26069	110
26070	72
26071	153
26072	5
26073	136
26074	147
26075	34
26076	16
26077	177
26078	129
26079	147
26080	132
26081	126
26082	108
26083	138
26084	8
26085	72
26086	79
26087	164
26088	136
26089	147
26090	16
26091	177
26092	119
26093	136
26094	147
26095	34
26096	200
26097	87
26098	134
26099	64
26100	37
26101	134
26102	64
26103	37
26104	136
26105	147
26106	34
26107	16
26108	96
26109	134
26110	64
26111	37
26112	115
26113	55
26114	91
26115	111
26116	134
26117	64
26118	37
26119	117
26120	146
26121	21
26122	59
26123	136
26124	147
26125	34
26126	16
26127	127
26128	136
26129	147
26130	27
26131	127
26132	34
26133	30
26134	83
26135	71
26136	59
26137	136
26138	147
26139	27
26140	16
26141	127
26142	85
26143	110
26144	83
26145	71
26146	127
26147	67
26148	34
26149	97
26150	136
26151	147
26152	34
26153	38
26154	34
26155	108
26156	106
26157	137
26158	173
26159	27
26160	174
26161	160
26162	46
26163	195
26164	170
26165	98
26166	136
26167	147
26168	132
26169	127
26170	108
26171	30
26172	83
26173	71
26174	59
26175	2
26176	91
26177	25
26178	58
26179	58
26180	166
26181	102
26182	134
26183	64
26184	25
26185	136
26186	147
26187	38
26188	16
26189	127
26190	177
26191	137
26192	173
26193	27
26194	174
26195	172
26196	30
26197	83
26198	71
26199	59
26200	2
26201	136
26202	147
26203	16
26204	177
26205	108
26206	126
26207	136
26208	147
26209	34
26210	16
26211	127
26212	136
26213	147
26214	34
